title,company,location,salary,job_type,date_listed,description,url,search_keyword
Product & Market Intelligence Staf,PT Venamon,Bandung,Rp 6.000.000 – Rp 9.000.000 per month,,7d ago,,https://id.jobstreet.com/job/90587651?type=standard&ref=search-standalone&origin=cardTitle#sol=7dde271d3baf017dcc0daa1736d2661c205638de,data scientist
Operation Analyst and Data Reconciliation,PT Mitra Kasih Perkasa,Semarang,,,7d ago,,https://id.jobstreet.com/job/90585736?type=standard&ref=search-standalone&origin=cardTitle#sol=0e4c899a1935fef131fd3b587cb1911b0e1b55e0,data scientist
Asst Marketing Data & Insight Manager,Kawan Lama Group,Jakarta,,,7d ago,,https://id.jobstreet.com/job/90597906?type=standard&ref=search-standalone&origin=cardTitle#sol=caa73862c4d876bff9145edcb000b1edc8caa973,data scientist
Azure AI Engineer - Indonesia,CLaaS2SaaS,Jakarta,"Rp 12,000,000 – Rp 14,000,000 per month",,7d ago,,https://id.jobstreet.com/job/90581471?type=standard&ref=search-standalone&origin=cardTitle#sol=5d4177c0dcd528fd0099b6793e1cdba7a0410206,data scientist
Mathematics IGCSE,Prime One School,Medan,,,7d ago,,https://id.jobstreet.com/job/90579930?type=standard&ref=search-standalone&origin=cardTitle#sol=71c85390896fd00e4ccd70dd4f0ad25bdfe5c475,data scientist
Senior Data Scientist,PT PEFINDO Biro Kredit,South Jakarta,,,7d ago,,https://id.jobstreet.com/job/90578935?type=standard&ref=search-standalone&origin=cardTitle#sol=dc93bd158c79c948fbf0ba41dbbf7df361a448dd,data scientist
Senior Data and Security Engineer,Macquarie Group,Indonesia,,,7d ago,,https://id.jobstreet.com/job/90573173?type=standard&ref=search-standalone&origin=cardTitle#sol=9da32ca410d6712c1427cf5ed17e6c50ea836d31,data scientist
Product Manager,PT Babat Alas Solusi,Tangerang District,,,7d ago,,https://id.jobstreet.com/job/90587020?type=standard&ref=search-standalone&origin=cardTitle#sol=09d062164882fd3541f9f5104fd4ba65491bb554,data scientist
Secretary to Director (Personal Assistant),,Jakarta,,,7d ago,,https://id.jobstreet.com/job/90567467?type=standard&ref=search-standalone&origin=cardTitle#sol=d877735454617e6f4774c247b903ca7137b69e99,data scientist
Programmer Analyst (Site Based),PT Maruwai Coal,Central Kalimantan,,,6m ago,"Programmer Analyst (Site Based) will be responsible in developing database system for the company and designing its Entity Relational Diagram. The person will manage and troubleshoot database system and ensure the integrity of data stored in the system. Main Accountabilities: Creates database system solution to support company’s operational activities. Maintains databases and investigates, troubleshoots and resolves database system problems. Analyses database performance, updates database configurations as required, including patch installations and security compliance setups. Liaise with consultants, vendors, and suppliers to provide the best database system solutions. Provides assistance in cost analyses and vendor comparison to ensure cost-effective and efficient solutions. Design and create Entity Relational Diagram (ERD) and documentation related to database system. Requirements: Graduate with Majoring in Information Technology related, focusing in Software Development. 3 year or more experience in data warehouse enterprise management. 1 year of working experience in mining industries (desirable). Experience in Database Administrator (desirable). Experience in Data Warehouse/Reporting (desirable). Experience in Design Relational Database Enterprise Scale. Understands in administering database. Familiar with Azure Data Factory, Azure Data Lake. Familiar with Extract Transform Load (ETL) Process. Familiar with reporting tools such as PowerBI Work Challenges: Work with multiple projects simultaneously. Work with minimum supervision in developing data warehouse. Work with another parties / vendor to develop new project / update existing project. Work with tight timeline.",https://id.jobstreet.com/job/90750831?type=standard&ref=search-standalone&origin=cardTitle#sol=56417c2dedcfee66eed15e23adbb8ae82343dd79,data analyst
Data Engineer,Biznet Data,Jakarta,,,10m ago,"Setiap pekerjaan adalah sebuah tantangan. Anda berjalan ke dalam hal baru, karakter baru, menciptakan sesuatu yang besar dan mencoba untuk mendapatkan suatu kenyamanan melakukan pekerjaan yang terbaik.",https://id.jobstreet.com/job/90750852?type=standard&ref=search-standalone&origin=cardTitle#sol=f93c2fb8373b3daadad4a76c7965ab5ed044e947,data analyst
Senior System Analyst,PT Intikom Berlian Mustika - Talent Acquisition,Karawang,,,12m ago,"Melakukan analisis kebutuhan sistem dan kebutuhan bisnis dari user atau stakeholder. Menyusun dokumen requirement sistem yang jelas dan terstruktur untuk tim pengembangan. Membuat diagram sistem seperti BPMN dan UML untuk menggambarkan proses bisnis dan alur sistem. Berkolaborasi dengan tim developer dalam perancangan solusi sistem dan implementasi teknis . Membuat dokumentasi sistem dan spesifikasi fungsional yang dibutuhkan dalam proses pengembangan. Mengkoordinasikan proses User Acceptance Test (UAT) dengan user terkait. Memberikan user guidance dan presentasi sistem kepada stakeholder. Mendukung proses project monitoring dan SDLC documentation selama pengembangan sistem. Kualifikasi SMK, D3, S1 Teknik Informatika, Sistem Informasi, Ilmu Komputer , atau jurusan terkait. Memiliki pengalaman minimal 4 tahun sebagai System Analyst atau posisi terkait . Mampu melakukan analisis kebutuhan sistem dan kebutuhan pengguna (user requirement gathering) . Memahami dan mampu membuat BPMN diagram dan UML diagram untuk kebutuhan dokumentasi sistem. Memiliki pengalaman menggunakan tools desain UI/UX seperti Figma atau tools sejenis . Memiliki pemahaman yang baik mengenai Software Development Life Cycle (SDLC) . Memiliki kemampuan analisis, dokumentasi teknis, dan problem solving yang baik. Terbiasa bekerja sama dengan developer, project manager, dan stakeholder bisnis . Memiliki kemampuan komunikasi yang baik dalam Bahasa Indonesia dan Bahasa Inggris (lisan maupun tulisan). Penempatan di Karawang",https://id.jobstreet.com/job/90750670?type=standard&ref=search-standalone&origin=cardTitle#sol=c188349121275f1a56296b728a011730fa1b9674,data analyst
System Analyst,TalentGo,Jakarta,Rp 6.000.000 – Rp 8.000.000 per month,,32m ago,"💼 Responsibility : Menganalisis kebutuhan bisnis dan menerjemahkan serta mendokumentasikannya menjadi persyaratan sistem yang jelas dan terukur, dengan fokus pada website dan aplikasi. Merancang dan mengembangkan sistem informasi baru dan yang telah ada, termasuk website, aplikasi mobile, dan API, menggunakan metodologi pengembangan sistem yang sesuai. Menyusun dokumentasi teknis termasuk BRD (Business Requirement Document), FSD (Functional Specification Document), UML Diagram, ERD (Entity Relationship Diagram), Flowcharts, serta dokumentasi API  untuk memastikan struktur data dan integrasi sistem terdokumentasi dengan baik. Menyelesaikan masalah yang terkait dengan sistem informasi secara tepat waktu dan efisien. Bekerja sama dengan vendor dan pihak ketiga lainnya, seperti pengembang web dan penyedia hosting, untuk memastikan kelancaran proyek. Berkolaborasi dengan tim Quality Assurance dalam menyusun skenario pengujian, Test Plan, serta memandu proses User Acceptance Testing (UAT) untuk memastikan produk akhir sesuai dengan spesifikasi desain awal dan kebutuhan bisnis. Memberikan pelatihan dan dukungan kepada pengguna sistem, membantu mereka memahami dan menggunakan sistem dengan efektif. Tetap up-to-date dengan teknologi dan tren terbaru dalam industri pembuatan website dan aplikasi. ✅ Qualifications : Min. S1 Ilmu Komputer/Teknik Informatika/bidang terkait Pengalaman minimal 4 tahun sebagai Sistem Analis , dengan minimal 2 tahun pengalaman di industri pembuatan website dan aplikasi. Pemahaman yang mendalam tentang Lifecycle Proyek Perangkat Lunak. Pemahaman yang mendalam tentang metodologi pengembangan sistem, seperti Agile dan Waterfall. Keterampilan analisis dan pemecahan masalah yang sangat baik, dengan kemampuan untuk mengidentifikasi akar penyebab masalah dan mengembangkan solusi yang efektif. Memiliki kemampuan untuk menerjemahkan bahasa bisnis yang abstrak menjadi spesifikasi teknis yang detail dan dapat dieksekusi oleh tim developer. Mahir dalam menggunakan alat pemodelan data dan dokumentasi sistem (seperti Drawio Lucidchart, atau Camunda) serta familiar dengan standar dokumentasi API modern. Keterampilan komunikasi dan interpersonal yang luar biasa, dengan kemampuan untuk berkolaborasi secara efektif dengan tim internal dan eksternal. Kemampuan untuk bekerja secara mandiri dan sebagai bagian dari tim, dengan motivasi tinggi dan inisiatif yang kuat. Pengetahuan yang kuat tentang bahasa pemrograman, seperti NextJs, NestJs, JavaScript, Python, dan lainnya. Pengalaman dengan manajemen basis data, seperti Oracle, MySQL, PostgreSQL, dan MongoDB. Pengalaman dengan alat dan metodologi DevOps adalah nilai tambah.",https://id.jobstreet.com/job/90750128?type=standard&ref=search-standalone&origin=cardTitle#sol=6429d56b48d48036342f88eccf63c4dee7067e0f,data analyst
"Analyst Retail  Food Service, Ice Cream &  Dev. System",PT Indolakto - Indofood CBP (INDOMILK),East Jakarta,,,39m ago,"Requirement : Minimun Bachelor’s Degree from a relevant major (Statistic, Information Systems, Industrial Engineering, Mathematics, or related field. Min. 1 year of work experience in data analysis/business analysis/sales analysis. Skilled in Big Data Analysis and proficient in data processing systems such as SQL, Python, Power BI, and Ms. Excel. Strong analytical thinking skills and strong data visualization skills. Strong communication skills and the ability to collaborate with various teams. Willing to visit distributors and stock point as needed. Responsibilities : Update daily Ice Cream STD/STT Process and analyze ice cream sales data from all channels Processing and analyzing Account Food Service sales data Create daily, weekly, and monthly sales performance reports and information for Retail Account Food Service Produce daily,  weekly, and monthly sales report and insights on ice cream retail perfomance across all channels Compile data and analyze CMOs from all stock points and DWs Compile data and analyze CWOs from all distributors. Prepare ad hoc reports as needed by managemet Create national sales performance dashboards by materials/ areas / freezers.",https://id.jobstreet.com/job/90749932?type=standard&ref=search-standalone&origin=cardTitle#sol=5c8d390904e803c3e7106b0a156f1a1272a61c69,data analyst
Data Analyst Staff,PT Global Retailindo Pratama (Minimart ),Denpasar,,,1h ago,"Kesempatan PT Global Retailindo Pratama (M Mart) mencari Data Analyst Staff yang ahli dan berdedikasi untuk bergabung dengan tim kami di Denpasar, Bali. Sebagai Data Analyst Staff, Anda akan memainkan peran kunci dalam mengumpulkan, menganalisis, dan memberikan wawasan dari data bisnis kami untuk mendukung pengambilan keputusan yang lebih baik. Kandidat yang ideal memiliki keterampilan analitis yang tajam, kemampuan teknis yang kuat, dan pemahaman mendalam tentang sektor ritel. Tanggung Jawab Mengumpulkan, menganalisis, dan menginterpretasikan data dari berbagai sumber untuk mengidentifikasi tren, pola, dan wawasan yang berharga. Merancang dan mengembangkan laporan, dashboard, dan visualisasi data untuk menyampaikan temuan secara efektif kepada pemangku kepentingan. Berkoordinasi dengan tim operasional dan fungsional lainnya untuk memahami kebutuhan data dan membangun solusi yang sesuai. Persyaratan Gelar sarjana dalam bidang Ilmu Data, Statistik, Teknik Informatika, atau disiplin ilmu terkait. Fresh graduate dipersilahkan melamar, memiliki pengalaman teknis di industri ritel atau ecommerce lebih disukai Mahir dalam menggunakan alat analisis data seperti SQL, Excel, PowerBI, atau Tableau. Berpengalaman dalam mengumpulkan, memproses, dan menganalisis data kompleks dari berbagai sumber. Memiliki kemampuan komunikasi yang baik untuk menyampaikan wawasan data dengan jelas. Kemampuan bekerja dalam tim yang kolaboratif dan berorientasi pada tujuan. Tentang Kami PT Global Retailindo Pratama (M Mart) adalah pemain terkemuka dalam industri ritel modern di Indonesia. Dengan lebih dari 500 gerai di seluruh Indonesia, kami berkomitmen untuk menyediakan pengalaman berbelanja yang menyenangkan dan nyaman bagi pelanggan kami. Kami menghargai inovasi, kewirausahaan, dan kolaborasi dalam tim kami, serta menjunjung tinggi nilai-nilai integritas, keberagaman, dan kesejahteraan karyawan. Jika Anda tertarik untuk bergabung dengan tim kami yang dinamis dan berdedikasi, lamar posisi ini sekarang juga!",https://id.jobstreet.com/job/90748693?type=standard&ref=search-standalone&origin=cardTitle#sol=6449b9a28d8c5271d14f9ab4f2a2720d36907320,data analyst
Project Analyst Intern,PT Nusa Satu Inti Artha,Kebayoran Lama,,,1h ago,"About The Role: This position will assist the PMO Team in streamlining the project pipeline by acting as a gatekeeper for ad-hoc requests. You will be responsible for gathering initial requirements and conducting analysis to support ""Go/No-Go"" decisions before initiatives reach the development phase. What Will You Do Act as the primary liaison for critical project requests (e.g., special strategic initiatives) ensuring they are properly defined. Assist in gathering and documenting detailed requirements (BRD/PRD) from either from business teams, product owners, legal/compliance team to prevent information loss. Collaborate with Product Owners and business teams to maintain a clean and prioritized backlog. Assist in providing information needed by PMO to determine project priorities. Regularly gather and compile updates about key projects from the related development team. What We Are Looking For Willing to WFO at Jakarta. Currently a final year student or recent gratuates in Information Systems, Computer Science, Industrial Engineering, Management, or related majors. Strong analytical thinking and problem-solving skills; able to distinguish between ""wants"" and ""needs."" Excellent communication skills to bridge the gap between Business stakeholders and Technical teams. Good communication skills in English (oral and written) to produce high-quality documentation and communicate complex ideas clearly. Having exposure to project management or documentation tools (such as Jira, Confluence, Clickup, or similar tools) is a point plus. Active, detail-oriented, and able to work effectively in a fast-paced environment. Strong willingness to learn is essential.",https://id.jobstreet.com/job/90748771?type=standard&ref=search-standalone&origin=cardTitle#sol=ed6d83e953e7f6f84767e17668a9d614d9ec60b3,data analyst
Sales Intern – Lead Generation & Data Mining,PT. KRELOSES TEKNOLOGI INDONESIA,Yogyakarta,Rp 2.800.000 – Rp 3.000.000 per month,,1h ago,"About Kreloses Kreloses is a fast-growing SaaS company providing business management software for veterinary clinics, dental practices, physiotherapy clinics, aesthetic centers, and other clinic-based businesses across Indonesia and Southeast Asia. We help clinics streamline daily operations while enabling long-term business growth through modern, easy-to-use technology tailored for healthcare practices. About the Role We are looking for a Sales Intern – Lead Generation & Data Mining to support our market expansion and structured lead acquisition strategy. This role is ideal for someone who enjoys research, data mapping, and structured analysis. You will focus on building and organizing a high-quality lead database to support our sales pipeline. This role focuses on structured data mining, lead mapping, and sales pipeline support. Key Responsibilities Research and build a structured database of potential clinic leads (Veterinary, Dental, Physiotherapy, Aesthetic, etc.). Conduct data mining via browser research, Google Maps, Instagram, and other social media platforms. Perform onsite area-based clinic mapping and data collection (no direct selling). Identify key information such as decision makers, contact details, and clinic segment. Qualify leads based on provided internal criteria. Input and manage lead data in our internal CRM system. Ensure data accuracy, completeness, and avoid duplication. Support the Sales Marketing Strategist in preparing and organizing the sales pipeline. Qualifications Fresh graduate or final-year student currently completing their last semester. Strong attention to detail with structured working style. Comfortable working with research and large data sets. Familiar with Google Sheets or Microsoft Excel. Basic understanding of social media research. Responsible, disciplined, and able to work independently. Interested in SaaS, B2B sales, and business development. Qualities We Value Analytical and systematic thinking. Consistency and reliability in repetitive tasks. Proactive attitude toward learning. Ability to maintain data confidentiality. Strong sense of ownership over assigned tasks. What We Offer Hands-on experience in B2B SaaS lead generation strategy. Understanding of how real sales pipelines are built from zero. Direct mentorship from the Sales Marketing Strategist. Exposure to real business growth planning and execution. Practical experience using CRM systems. Opportunity to contribute to real market expansion projects. Expected Start Date: ASAP How to Apply: Please submit your CV and a short explanation on: Why are you interested in lead generation and data mapping? We look forward to meeting you 😊",https://id.jobstreet.com/job/90748080?type=standard&ref=search-standalone&origin=cardTitle#sol=72f535972b544499f45c18bc7f4b449bc59847b6,data analyst
